;duration;station_A_id;station_A_name;station_B_id;station_B_name;bike_id;user_type;user_birth_year;user_gender;tire_sizes;ride_date
221;7 minutes;3;Powell St BART Station (Market St at 4th St);19;Post St at Kearny St;5570;2;1995;Male;25;12/3/2022
222;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);364;China Basin St at 3rd St;2481;2;1989;Male;28;23/6/2022
223;19 minutes;21;Montgomery St BART Station (Market St at 2nd St);355;23rd St at Tennessee St;2238;3;1984;Male;29;19/12/2022
224;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);90;Townsend St at 7th St;5561;3;1988;Male;28;2/11/2022
225;9 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);4969;3;1978;Male;25;2/6/2022
226;7 minutes;81;Berry St at 4th St;27;Beale St at Harrison St;4574;2;1992;Male;27;19/4/2023
227;26 minutes;22;Howard St at Beale St;120;Mission Dolores Park;3053;2;1987;Female;28;1/11/2021
228;7 minutes;22;Howard St at Beale St;284;Yerba Buena Center for the Arts (Howard St at 3rd St);4655;2;1986;Female;28;2/10/2021
229;4 minutes;3;Powell St BART Station (Market St at 4th St);5;Powell St BART Station (Market St at 5th St);1126;3;1994;Female;25;18/9/2022
230;7 minutes;3;Powell St BART Station (Market St at 4th St);14;Clay St at Battery St;160;1;1979;Male;29;11/2/2023
231;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);61;Howard St at 8th St;491;2;1991;Male;26;1/6/2022
232;14 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);10;Washington St at Kearny St;5007;2;1984;Male;30;4/11/2022
233;9 minutes;3;Powell St BART Station (Market St at 4th St);350;8th St at Brannan St;4390;2;1986;Male;25;27/12/2021
234;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);66;3rd St at Townsend St;5230;2;1984;Male;28;12/8/2021
235;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);3681;2;1979;Male;25;4/7/2023
236;6 minutes;16;Steuart St at Market St;323;Broadway at Kearny;5229;3;1976;Other;25;11/8/2022
237;6 minutes;81;Berry St at 4th St;23;The Embarcadero at Steuart St;5549;2;1992;Male;29;18/8/2021
238;9 minutes;5;Powell St BART Station (Market St at 5th St);78;Folsom St at 9th St;5538;2;1989;Male;25;16/12/2021
239;26 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);371;Lombard St at Columbus Ave;5396;2;1989;Male;26;28/7/2022
240;5 minutes;5;Powell St BART Station (Market St at 5th St);21;Montgomery St BART Station (Market St at 2nd St);4716;1;1999;Male;26;30/7/2023
241;4 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);321;5th St at Folsom;4934;2;1993;Female;25;16/5/2022
242;3 minutes;5;Powell St BART Station (Market St at 5th St);321;5th St at Folsom;3208;3;1984;Male;26;16/7/2022
243;13 minutes;3;Powell St BART Station (Market St at 4th St);112;Harrison St at 17th St;5228;2;1989;Male;26;11/2/2022
244;19 minutes;81;Berry St at 4th St;131;22nd St at Dolores St;4611;3;1982;Male;27;28/11/2021
245;9 minutes;16;Steuart St at Market St;324;Union Square (Powell St at Post St);2147;2;1990;Other;27;3/4/2022
246;15 minutes;30;San Francisco Caltrain (Townsend St at 4th St);10;Washington St at Kearny St;4980;2;1992;Female;29;27/1/2022
247;20 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);39;Scott St at Golden Gate Ave;5566;3;1992;Male;26;23/9/2022
248;11 minutes;3;Powell St BART Station (Market St at 4th St);6;The Embarcadero at Sansome St;5114;3;1982;Male;25;21/10/2021
249;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);93;4th St at Mission Bay Blvd S;4746;3;1983;Male;29;14/2/2022
250;5 minutes;16;Steuart St at Market St;20;Mechanics Monument Plaza (Market St at Bush St);1052;1;1960;Male;27;7/2/2023
251;10 minutes;81;Berry St at 4th St;87;Folsom St at 13th St;5369;2;1984;Female;27;20/2/2023
252;15 minutes;3;Powell St BART Station (Market St at 4th St);95;Sanchez St at 15th St;5479;1;1985;Male;25;9/2/2022
253;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);58;Market St at 10th St;1630;2;1995;Female;26;12/11/2021
254;13 minutes;22;Howard St at Beale St;93;4th St at Mission Bay Blvd S;300;2;1987;Male;25;1/11/2021
255;26 minutes;30;San Francisco Caltrain (Townsend St at 4th St);377;Fell St at Stanyan St;5267;2;1986;Male;26;4/10/2022
256;12 minutes;3;Powell St BART Station (Market St at 4th St);365;Turk St at Fillmore St;5496;3;1980;Male;28;4/3/2022
257;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;4613;3;1991;Male;28;19/1/2023
258;6 minutes;3;Powell St BART Station (Market St at 4th St);81;Berry St at 4th St;5549;1;1981;Male;28;9/12/2021
259;14 minutes;16;Steuart St at Market St;73;Pierce St at Haight St;4453;3;1988;Male;28;16/12/2021
260;15 minutes;5;Powell St BART Station (Market St at 5th St);375;Grove St at Masonic Ave;4351;1;1988;Female;29;8/9/2021
261;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);8;The Embarcadero at Vallejo St;1544;3;1991;Female;28;7/9/2022
262;7 minutes;81;Berry St at 4th St;350;8th St at Brannan St;5475;2;1995;Male;27;30/11/2022
263;6 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;2436;2;1987;Female;29;30/12/2022
264;15 minutes;3;Powell St BART Station (Market St at 4th St);336;Potrero Ave and Mariposa St;4717;1;1983;Male;28;1/1/2022
265;21 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);70;Central Ave at Fell St;4772;1;1992;Male;29;7/10/2021
266;8 minutes;81;Berry St at 4th St;16;Steuart St at Market St;5229;2;1980;Male;29;13/2/2023
267;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);58;Market St at 10th St;1563;2;1983;Male;25;27/10/2022
268;11 minutes;22;Howard St at Beale St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5536;1;1982;Female;29;21/11/2022
269;12 minutes;30;San Francisco Caltrain (Townsend St at 4th St);350;8th St at Brannan St;5535;3;1989;Male;29;14/8/2022
270;14 minutes;30;San Francisco Caltrain (Townsend St at 4th St);44;Civic Center/UN Plaza BART Station (Market St at McAllister St);355;1;1986;Male;28;6/1/2023
271;15 minutes;16;Steuart St at Market St;114;Rhode Island St at 17th St;5145;3;1973;Male;28;9/5/2023
272;3 minutes;21;Montgomery St BART Station (Market St at 2nd St);22;Howard St at Beale St;2881;1;1979;Male;25;11/3/2023
273;10 minutes;81;Berry St at 4th St;14;Clay St at Battery St;5168;2;1988;Male;29;30/8/2022
274;19 minutes;3;Powell St BART Station (Market St at 4th St);110;17th & Folsom Street Park (17th St at Folsom St);5573;3;1988;Male;30;27/10/2021
275;11 minutes;5;Powell St BART Station (Market St at 5th St);365;Turk St at Fillmore St;4966;3;1992;Female;27;11/12/2021
276;9 minutes;3;Powell St BART Station (Market St at 4th St);356;Valencia St at Clinton Park;5487;2;1985;Male;28;24/2/2022
277;4 minutes;16;Steuart St at Market St;24;Spear St at Folsom St;1914;2;1994;Female;30;24/10/2022
278;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);116;Mississippi St at 17th St;4442;1;1990;Male;26;4/12/2021
279;8 minutes;22;Howard St at Beale St;30;San Francisco Caltrain (Townsend St at 4th St);1267;1;1986;Male;29;30/6/2022
280;7 minutes;81;Berry St at 4th St;321;5th St at Folsom;5137;1;1996;Male;25;7/10/2021
281;40 minutes;21;Montgomery St BART Station (Market St at 2nd St);371;Lombard St at Columbus Ave;5286;2;1993;Male;25;27/5/2022
282;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);24;Spear St at Folsom St;1841;3;1987;Male;26;11/7/2023
283;15 minutes;22;Howard St at Beale St;112;Harrison St at 17th St;5265;3;1983;Male;26;14/1/2022
284;12 minutes;5;Powell St BART Station (Market St at 5th St);285;Webster St at O'Farrell St;5470;1;1978;Female;28;29/11/2022
285;14 minutes;5;Powell St BART Station (Market St at 5th St);63;Bryant St at 6th St;3057;3;1994;Male;27;15/4/2022
286;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);4;Cyril Magnin St at Ellis St;2648;2;1965;Male;30;16/12/2022
287;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);62;Victoria Manalo Draves Park;5063;2;1990;Male;30;17/8/2021
288;11 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);5226;2;1986;Male;27;16/9/2022
289;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);27;Beale St at Harrison St;2978;2;1984;Male;29;6/4/2022
290;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);27;Beale St at Harrison St;5494;1;1988;Male;28;22/9/2022
291;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);78;Folsom St at 9th St;5407;3;1988;Male;25;9/6/2023
292;24 minutes;5;Powell St BART Station (Market St at 5th St);36;Folsom St at 3rd St;4432;3;1988;Male;25;1/12/2022
293;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);491;2;1988;Male;28;17/7/2022
294;4 minutes;81;Berry St at 4th St;104;4th St at 16th St;5463;2;1985;Female;25;10/5/2023
295;1 minutes;22;Howard St at Beale St;22;Howard St at Beale St;1014;2;1982;Female;29;10/12/2021
296;5 minutes;5;Powell St BART Station (Market St at 5th St);63;Bryant St at 6th St;5520;2;1972;Male;28;6/10/2022
297;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);284;Yerba Buena Center for the Arts (Howard St at 3rd St);5400;3;1978;Male;30;22/10/2022
298;15 minutes;81;Berry St at 4th St;8;The Embarcadero at Vallejo St;1514;2;1988;Male;27;6/4/2022
299;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);2941;2;1967;Male;30;21/6/2023
300;15 minutes;21;Montgomery St BART Station (Market St at 2nd St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);1864;2;1990;Female;27;20/2/2022
301;26 minutes;3;Powell St BART Station (Market St at 4th St);39;Scott St at Golden Gate Ave;2072;2;1994;Female;26;18/12/2022
302;25 minutes;21;Montgomery St BART Station (Market St at 2nd St);118;Eureka Valley Recreation Center;5425;2;1990;Male;29;2/4/2022
303;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);1565;2;1972;Male;26;26/12/2022
304;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);30;San Francisco Caltrain (Townsend St at 4th St);5535;2;1994;Male;28;11/11/2021
305;7 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;4795;3;1979;Male;27;21/6/2022
306;13 minutes;21;Montgomery St BART Station (Market St at 2nd St);74;Laguna St at Hayes St;851;1;1990;Male;25;27/8/2022
307;20 minutes;81;Berry St at 4th St;371;Lombard St at Columbus Ave;1417;3;1986;Male;26;24/6/2022
308;17 minutes;30;San Francisco Caltrain (Townsend St at 4th St);6;The Embarcadero at Sansome St;3363;1;1990;Female;28;16/5/2023
309;3 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);321;5th St at Folsom;5222;2;1995;Male;25;26/6/2022
310;16 minutes;22;Howard St at Beale St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);3743;2;1973;Female;27;17/2/2022
311;10 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);324;Union Square (Powell St at Post St);4761;3;1996;Male;27;23/6/2022
312;7 minutes;5;Powell St BART Station (Market St at 5th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);3716;2;1992;Male;26;29/11/2022
313;7 minutes;16;Steuart St at Market St;36;Folsom St at 3rd St;3392;2;1974;Male;30;19/11/2021
314;16 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);84;Duboce Park;5204;1;1981;Male;28;25/11/2022
315;14 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);365;Turk St at Fillmore St;4970;2;1987;Male;26;22/7/2023
316;19 minutes;30;San Francisco Caltrain (Townsend St at 4th St);95;Sanchez St at 15th St;5045;1;1984;Female;29;2/10/2022
317;13 minutes;22;Howard St at Beale St;92;Mission Bay Kids Park;2727;1;1976;Male;25;22/2/2022
318;7 minutes;3;Powell St BART Station (Market St at 4th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5222;3;1988;Female;29;16/10/2022
319;21 minutes;5;Powell St BART Station (Market St at 5th St);104;4th St at 16th St;5530;3;1990;Female;27;25/11/2021
320;11 minutes;22;Howard St at Beale St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5400;1;1974;Male;25;27/9/2021
321;4 minutes;22;Howard St at Beale St;284;Yerba Buena Center for the Arts (Howard St at 3rd St);336;2;1989;Male;25;25/5/2022
322;6 minutes;5;Powell St BART Station (Market St at 5th St);60;8th St at Ringold St;5527;1;1992;Male;25;31/10/2021
323;15 minutes;30;San Francisco Caltrain (Townsend St at 4th St);96;Dolores St at 15th St;4972;2;1986;Male;30;22/8/2021
324;21 minutes;21;Montgomery St BART Station (Market St at 2nd St);89;Division St at Potrero Ave;4945;2;1996;Male;26;11/5/2022
325;14 minutes;30;San Francisco Caltrain (Townsend St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);4613;2;1991;Male;28;9/3/2022
326;21 minutes;21;Montgomery St BART Station (Market St at 2nd St);24;Spear St at Folsom St;5237;2;1962;Male;26;23/2/2023
327;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);6;The Embarcadero at Sansome St;4773;1;1990;Female;25;17/4/2023
328;12 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);2664;2;1982;Male;29;28/2/2023
329;5 minutes;16;Steuart St at Market St;323;Broadway at Kearny;5228;2;1983;Male;30;10/5/2022
330;10 minutes;3;Powell St BART Station (Market St at 4th St);96;Dolores St at 15th St;4383;3;1993;Male;25;12/6/2023
331;11 minutes;3;Powell St BART Station (Market St at 4th St);90;Townsend St at 7th St;4816;3;1994;Male;27;4/2/2022
332;15 minutes;81;Berry St at 4th St;17;Embarcadero BART Station (Beale St at Market St);1891;1;1979;Male;25;2/4/2022
333;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);58;Market St at 10th St;5350;2;1994;Male;27;26/5/2023
334;8 minutes;81;Berry St at 4th St;22;Howard St at Beale St;5265;2;1969;Female;29;8/9/2022
335;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);24;Spear St at Folsom St;5031;1;1958;Male;25;16/7/2023
336;12 minutes;21;Montgomery St BART Station (Market St at 2nd St);74;Laguna St at Hayes St;4671;1;1990;Male;27;8/5/2022
337;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5396;2;1992;Male;30;22/4/2023
338;4 minutes;5;Powell St BART Station (Market St at 5th St);41;Golden Gate Ave at Polk St;4744;2;1968;Male;30;5/3/2023
339;24 minutes;16;Steuart St at Market St;104;4th St at 16th St;4611;3;1969;Male;28;3/1/2023
340;14 minutes;16;Steuart St at Market St;101;15th St at Potrero Ave;4969;3;1981;Male;27;9/10/2022
341;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);62;Victoria Manalo Draves Park;4344;1;1973;Female;27;13/3/2023
342;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);58;Market St at 10th St;2459;3;1982;Male;30;6/9/2022
343;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);3;Powell St BART Station (Market St at 4th St);5487;1;1992;Male;29;17/4/2022
344;7 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;4370;2;1992;Male;28;31/7/2021
345;25 minutes;3;Powell St BART Station (Market St at 4th St);93;4th St at Mission Bay Blvd S;643;2;1996;Female;30;4/5/2023
346;18 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);115;Jackson Playground;4991;2;1957;Male;27;9/8/2022
347;23 minutes;3;Powell St BART Station (Market St at 4th St);137;Jersey St at Castro St;4648;2;1989;Male;27;27/11/2021
348;8 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);2684;1;1987;Male;30;19/8/2021
349;9 minutes;21;Montgomery St BART Station (Market St at 2nd St);43;San Francisco Public Library (Grove St at Hyde St);2230;2;1988;Other;30;23/2/2023
350;28 minutes;3;Powell St BART Station (Market St at 4th St);119;18th St at Noe St;4933;2;1974;Male;29;30/12/2022
351;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;5559;3;1985;Male;30;25/9/2021
352;15 minutes;22;Howard St at Beale St;30;San Francisco Caltrain (Townsend St at 4th St);903;2;1989;Female;27;18/4/2023
353;4 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;4453;1;1986;Male;30;8/11/2022
354;19 minutes;3;Powell St BART Station (Market St at 4th St);31;Raymond Kimbell Playground;5298;2;1991;Male;29;25/10/2022
355;10 minutes;5;Powell St BART Station (Market St at 5th St);55;Webster St at Grove St;4759;1;1985;Male;25;22/1/2023
356;19 minutes;3;Powell St BART Station (Market St at 4th St);31;Raymond Kimbell Playground;4657;2;1985;Female;29;23/7/2023
357;5 minutes;3;Powell St BART Station (Market St at 4th St);323;Broadway at Kearny;4767;2;1991;Male;30;29/1/2022
358;12 minutes;81;Berry St at 4th St;58;Market St at 10th St;4390;3;1994;Male;30;28/12/2021
359;11 minutes;81;Berry St at 4th St;21;Montgomery St BART Station (Market St at 2nd St);5396;1;1995;Male;29;4/11/2021
360;16 minutes;21;Montgomery St BART Station (Market St at 2nd St);97;14th St at Mission St;5011;1;1991;Male;30;29/11/2021
361;8 minutes;81;Berry St at 4th St;23;The Embarcadero at Steuart St;2584;1;1992;Male;26;17/9/2021
362;12 minutes;16;Steuart St at Market St;34;Father Alfred E Boeddeker Park;5532;2;1991;Female;28;23/2/2023
363;14 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);90;Townsend St at 7th St;5122;2;1994;Male;30;21/3/2023
364;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;5265;2;1984;Male;27;24/5/2023
365;15 minutes;81;Berry St at 4th St;349;Howard St at Mary St;5274;1;1988;Male;26;27/5/2023
366;4 minutes;3;Powell St BART Station (Market St at 4th St);36;Folsom St at 3rd St;4414;1;1981;Male;30;26/3/2022
367;21 minutes;30;San Francisco Caltrain (Townsend St at 4th St);133;Valencia St at 22nd St;5534;1;1986;Male;26;11/5/2023
368;11 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);355;2;1972;Male;30;23/2/2022
369;16 minutes;30;San Francisco Caltrain (Townsend St at 4th St);31;Raymond Kimbell Playground;5366;1;1979;Male;29;29/8/2021
370;15 minutes;21;Montgomery St BART Station (Market St at 2nd St);122;19th St at Mission St;4456;3;1987;Male;30;26/10/2021
371;9 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);1533;2;1984;Male;27;11/10/2022
372;8 minutes;22;Howard St at Beale St;50;2nd St at Townsend St;3226;1;1990;Female;27;22/6/2022
373;18 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);350;8th St at Brannan St;4719;2;1985;Male;29;10/3/2022
